DEPARTAMENTO_CIRCUNSCRICAO;SECCIONAL_CIRCUNSCRICAO;MUNICIPIO_CIRCUNSCRICAO;DP_CIRCUNSCRICAO ;HD;Nº DE VÍT HD;ID_DELEGACIA;MÊS ESTATISTICA;ANO ESTATISTICA;DATAHORA_REGISTRO_BO;NUM_BO;ANO_BO;MUNICIPIO_ELABORACAO;DP_ELABORACAO;SEC_ELABORACAO;DEP_ELABORACAO;DATA_FATO;HORA_FATO;DESC_TIPOLOCAL;LOGRADOURO;NUMERO_LOGRADOURO;LATITUDE;LONGITUDE;TIPO_PESSOA;SEXO_PESSOA;IDADE_PESSOA;DATA_NASCIMENTO_PESSOA;COR_PELE;PROFISSAO;NATUREZA_APURADA;2017;Sheet;false
DEINTER 3;SEC Araraquara;Américo Brasiliense;DM - Américo Brasiliense;1;1;100101;3;2017;20/03/2017;293;2017;AMERICO BRASILIENSE;DEL.POL.AMÉRICO BRASILIENSE;DEL.SEC.ARARAQUARA;DEINTER 3 - RIBEIRAO PRETO;20/03/2017;31/12/1899 01:16:00;Area não ocupada;ALAMEDA DEPUTADO ALDO LUPO;0;-21732951564;-4,81107E+16;Vítima;Masculino;45;30/10/1971;Parda;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Araraquara;Araraquara;003 DP - Araraquara;1;1;100127;3;2017;03/03/2017;17;2017;ARARAQUARA;DEL.INV.GER. ARARAQUARA;DEL.SEC.ARARAQUARA;DEINTER 3 - RIBEIRAO PRETO;03/03/2017;31/12/1899 11:43:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Barretos;Barretos;003 DP - Barretos;1;1;100224;3;2017;17/03/2017;369;2017;BARRETOS;03º D.P. BARRETOS;DEL.SEC.BARRETOS;DEINTER 3 - RIBEIRAO PRETO;17/03/2017;31/12/1899 05:45:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;30;15/05/1986;Parda;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Barretos;Colina;DM - Colina;1;1;100909;3;2017;10/03/2017;607;2017;COLINA;DEL.SEC.BARRETOS PLANTÃO;DEL.SEC.BARRETOS;DEINTER 3 - RIBEIRAO PRETO;10/03/2017;DE MADRUGADA;Via pública;RUA SETE;247;-2,07328E+16;-4,85515E+16;Vítima;Masculino;25;09/09/1991;Branca;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Bebedouro;Bebedouro;002 DP - Bebedouro;1;1;100912;3;2017;16/03/2017;1086;2017;BEBEDOURO;DEL.POL.PLANTÃO BEBEDOURO;DEL.SEC.BEBEDOURO;DEINTER 3 - RIBEIRAO PRETO;16/03/2017;31/12/1899 12:05:00;Comércio e serviços;AVENIDA PREFEITO JOAQUIM A GUIMARÃES;487;-2,09277E+16;-4,84957E+12;Vítima;Masculino;42;21/08/1974;Preta;CARREGADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Bebedouro;Monte Azul Paulista;DM - Monte Azul Paulista;1;1;100208;3;2017;11/03/2017;253;2017;MONTE AZUL PAULISTA;DEL.POL.MONTE AZUL PAULISTA;DEL.SEC.BEBEDOURO;DEINTER 3 - RIBEIRAO PRETO;11/03/2017;31/12/1899 18:58:00;Via pública;AVENIDA LISCANO COELHO BLANCO;679;-2,09108E+16;-4,8651E+16;Vítima;Masculino;25;07/04/1991;Parda;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Bebedouro;Viradouro;DM - Viradouro;1;1;100215;3;2017;11/03/2017;245;2017;VIRADOURO;DEL.POL.VIRADOURO;DEL.SEC.BEBEDOURO;DEINTER 3 - RIBEIRAO PRETO;11/03/2017;31/12/1899 17:31:00;Via pública;RUA TIRADENTES;559;-2,08758E+14;-4,82957E+16;Vítima;Masculino;43;09/06/1973;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Franca;Franca;002 DP - Franca;1;1;100910;3;2017;12/03/2017;1751;2017;FRANCA;DEL.SEC.FRANCA PLANTÃO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;12/03/2017;31/12/1899 16:40:00;Via pública;RUA MAJOR MOURA MATOS;823;-2,05286E+16;-4,74302E+16;Vítima;Masculino;43;23/07/1973;Branca;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Franca;Franca;004 DP - Franca;1;1;100910;3;2017;10/03/2017;1647;2017;FRANCA;DEL.SEC.FRANCA PLANTÃO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;10/03/2017;31/12/1899 06:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;33;18/09/1983;Parda;SERVENTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Franca;Franca;004 DP - Franca;1;1;100910;3;2017;25/03/2017;2050;2017;FRANCA;DEL.SEC.FRANCA PLANTÃO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;25/03/2017;31/12/1899 07:29:00;Comércio e serviços;AVENIDA GABRIELA DE ALMEIDA PIRAJÁ;435;-2,05779E+16;-4,73673E+16;Vítima;Masculino;33;31/07/1983;Parda;SAPATEIRO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Franca;Pedregulho;DM - Pedregulho;1;1;100312;3;2017;10/03/2017;208;2017;PEDREGULHO;DEL.POL.PEDREGULHO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;10/03/2017;31/12/1899 12:00:00;Unidade rural;SÍTIO RECREIO CONCEIÇÃO DO BAR;0;NULL;NULL;Vítima;Masculino;39;17/11/1977;Parda;AJUDANTE GERAL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Franca;Rifaina;DM - Rifaina;1;1;100910;3;2017;01/03/2017;1439;2017;FRANCA;DEL.SEC.FRANCA PLANTÃO;DEL.SEC.FRANCA;DEINTER 3 - RIBEIRAO PRETO;01/03/2017;PELA MANHÃ;Saúde;RUA DOUTOR JÚLIO CARDOSO;1826;-2,05451E+14;-4,74009E+16;Vítima;Masculino;75;04/09/1941;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC São Carlos;São Carlos;003 DP - São Carlos;1;1;100911;3;2017;08/03/2017;736;2017;S.CARLOS;DEL.SEC.SÃO CARLOS PLANTÃO;DEL.SEC.SAO CARLOS;DEINTER 3 - RIBEIRAO PRETO;08/03/2017;31/12/1899 19:00:00;Comércio e serviços;RUA SÃO SEBASTIÃO;2516;-2,20131E+16;-4,7877E+16;Vítima;Feminino;42;17/04/1974;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Sertãozinho;Barrinha;DM - Barrinha;1;1;100402;3;2017;04/03/2017;255;2017;BARRINHA;DEL.POL.BARRINHA;DEL.SEC.SERTÃOZINHO;DEINTER 3 - RIBEIRAO PRETO;04/03/2017;31/12/1899 22:00:00;Via pública;RUA FRANCISCO CARLOS DE ALMEIDA;426;-2,11946E+16;-4,81539E+16;Vítima;Masculino;50;15/03/1966;Parda;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Sertãozinho;Jaboticabal;001 DP - Jaboticabal;1;1;100435;3;2017;20/03/2017;384;2017;JABOTICABAL;DEL.POL.JABOTICABAL;DEL.SEC.SERTÃOZINHO;DEINTER 3 - RIBEIRAO PRETO;17/03/2017;EM HORA INCERTA;Unidade rural;ESTRADA ESTRADA RURAL ATRAS CANDELORO;0;-2,12878E+16;-4,83335E+16;Vítima;Feminino;29;26/07/1987;Branca;DESEMPREGADO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 3;SEC Sertãozinho;Jaboticabal;002 DP - Jaboticabal;1;1;100917;3;2017;14/03/2017;453;2017;JABOTICABAL;DEL.POL.PLANTÃO JABOTICABAL;DEL.SEC.SERTÃOZINHO;DEINTER 3 - RIBEIRAO PRETO;13/03/2017;31/12/1899 20:30:00;Unidade rural;ESTRADA USINA SÃO CARLOS;0;NULL;NULL;Vítima;Masculino;28;14/01/1989;Branca;POLICIAL MILITAR ativa;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Bauru;Bauru;001 DP - Bauru;null;1;60404;3;2017;09/03/2017;5719;2017;BAURU;CPJ BAURU;DEL.SEC.BAURU;DEINTER 4 - BAURU;09/03/2017;31/12/1899 18:30:00;Via pública;AVENIDA GABRIEL RABÊLO DE ANDRADE;4;-2,2317E+16;-4,91074E+16;Vítima;Masculino;33;03/02/1984;Preta;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Bauru;Bauru;001 DP - Bauru;1;1;60404;3;2017;09/03/2017;5719;2017;BAURU;CPJ BAURU;DEL.SEC.BAURU;DEINTER 4 - BAURU;09/03/2017;31/12/1899 18:30:00;Via pública;AVENIDA GABRIEL RABÊLO DE ANDRADE;4;-2,2317E+16;-4,91074E+16;Vítima;Masculino;22;08/11/1994;Branca;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Bauru;Bauru;001 DP - Bauru;1;1;60404;3;2017;12/03/2017;5900;2017;BAURU;CPJ BAURU;DEL.SEC.BAURU;DEINTER 4 - BAURU;12/03/2017;31/12/1899 07:30:00;Via pública;ESTRADA DE TERRA - SENTIDO VAL DE PALMAS;0;-2,2321E+16;-4,91007E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Lins;Lins;002 DP - Lins;1;1;60405;3;2017;28/03/2017;2038;2017;LINS;CPJ LINS;DEL.SEC.LINS;DEINTER 4 - BAURU;28/03/2017;31/12/1899 13:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;44;21/04/1972;Branca;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Lins;Lins;003 DP - Lins;1;1;60405;3;2017;25/03/2017;1953;2017;LINS;CPJ LINS;DEL.SEC.LINS;DEINTER 4 - BAURU;25/03/2017;31/12/1899 22:18:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;20;03/08/1996;Preta;DESEMPREGADO;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Marília;Marília;004 DP - Marília;1;1;80504;3;2017;20/03/2017;2990;2017;MARILIA;DEL.SEC.MARÍLIA PLANTÃO;DEL.SEC.MARILIA;DEINTER 4 - BAURU;19/03/2017;31/12/1899 20:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;34;12/02/1983;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Ourinhos;Bernardino de Campos;DM - Bern. De Campos;1;1;80301;3;2017;21/03/2017;185;2017;BERNARDINO DE CAMPOS;DEL.POL.BERNARDINO DE CAMPOS;DEL.SEC.OURINHOS;DEINTER 4 - BAURU;21/03/2017;EM HORA INCERTA;Unidade rural;RODOVIA HERNANE CORRÊA DE MORAES;7;-2,30188E+16;-4,94716E+16;Vítima;Feminino;27;28/09/1989;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 4;SEC Ourinhos;Salto Grande;DM - Salto Grande;1;1;80325;3;2017;16/03/2017;86;2017;JAU;DEL.INV.GER. OURINHOS;DEL.SEC.OURINHOS;DEINTER 4 - BAURU;16/03/2017;DE MADRUGADA;Rodovia/Estrada;RODOVIA 153;400;-2,23062E+16;-4,8563E+16;Vítima;Masculino;17;19/05/1999;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC Jales;Santa Fé do Sul;001 DP - Sta. Fé do Sul;1;1;110212;3;2017;26/03/2017;812;2017;S.FE DO SUL;DEL.POL.SANTA FE DO SUL;DEL.SEC.JALES;DEINTER 5 - SAO JOSE DO RIO PRETO;26/03/2017;31/12/1899 08:55:00;Unidade rural;SÍTIO SÃO LUIZ PROX. VIADUTO ALL;0;NULL;NULL;Vítima;Masculino;33;07/06/1983;Branca;AJUDANTE GERAL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC Jales;Santa Fé do Sul;DM - Sta. Fé do Sul;1;1;110212;3;2017;13/03/2017;678;2017;S.FE DO SUL;DEL.POL.SANTA FE DO SUL;DEL.SEC.JALES;DEINTER 5 - SAO JOSE DO RIO PRETO;13/03/2017;31/12/1899 22:30:00;Via pública;RUA 17 X AV. NAVARRO DE ANDRADE;0;-2,02111E+16;-5,09273E+16;Vítima;Masculino;30;27/05/1986;Parda;FUNCION.PUBLICO MUNICIPAL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;Bady Bassitt;DM - Bady Bassit;1;1;110403;3;2017;02/03/2017;146;2017;BADY BASSITT;DEL.POL.BADY BASSIT;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;02/03/2017;31/12/1899 15:00:00;Unidade rural;ALAMEDA DO CONTORNO;0;-20909097736;-4,9444E+16;Vítima;Feminino;NULL;NULL;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;Mirassol;001 DP - Mirassol;1;1;110413;3;2017;20/03/2017;683;2017;MIRASSOL;DEL.POL.MIRASSOL;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;20/03/2017;31/12/1899 17:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;31;01/01/1986;Preta;METALURGICO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;Nipoã;DM - Nipoã;1;1;110312;3;2017;12/03/2017;71;2017;NIPOA;DEL.POL.NIPOA;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;12/03/2017;31/12/1899 19:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;36;05/11/1980;Branca;MONTADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;São José do Rio Preto;004 DP - São José do Rio Preto;1;1;110432;3;2017;09/03/2017;635;2017;S.JOSE DO RIO PRETO;DDM SAO JOSE RIO PRETO;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;09/03/2017;31/12/1899 16:30:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;17;24/08/1999;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;São José do Rio Preto;004 DP - São José do Rio Preto;1;1;110429;3;2017;12/03/2017;2921;2017;S.JOSE DO RIO PRETO;DEL.SEC.S.J RIO PRETO PLANTÃO;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;11/03/2017;31/12/1899 22:32:00;Via pública;RUA PROFESSORA LUCIA MARIA GALI;721;-2,07703E+16;-4,94099E+16;Vítima;Masculino;19;07/10/1997;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;São José do Rio Preto;004 DP - São José do Rio Preto;1;1;110429;3;2017;13/03/2017;2963;2017;S.JOSE DO RIO PRETO;DEL.SEC.S.J RIO PRETO PLANTÃO;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;12/03/2017;31/12/1899 22:30:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Feminino;31;10/02/1986;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;São José do Rio Preto;005 DP - São José do Rio Preto;1;1;110429;3;2017;12/03/2017;2918;2017;S.JOSE DO RIO PRETO;DEL.SEC.S.J RIO PRETO PLANTÃO;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;11/03/2017;31/12/1899 23:16:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;16;28/11/2000;Branca;ESTUDANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC São José Rio Preto;São José do Rio Preto;006 DP - São José do Rio Preto;1;1;110429;3;2017;08/03/2017;2700;2017;S.JOSE DO RIO PRETO;DEL.SEC.S.J RIO PRETO PLANTÃO;DEL.SEC.S.JOSE DO RIO PRETO;DEINTER 5 - SAO JOSE DO RIO PRETO;07/03/2017;31/12/1899 23:39:00;Comércio e serviços;AVENIDA MIRASSOLÂNDIA;1555;-2,07501E+14;-4,94072E+16;Vítima;Masculino;46;11/07/1970;Branca;BALCONISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC Votuporanga;Riolândia;DM - Riolândia;1;1;110521;3;2017;19/03/2017;193;2017;RIOLANDIA;DEL.POL.RIOLANDIA;DEL.SEC.VOTUPORANGA;DEINTER 5 - SAO JOSE DO RIO PRETO;19/03/2017;31/12/1899 03:00:00;Lazer e recreação;PRAIA ARTIFICIAL DE RIOLANDIA;999;-1,99782E+16;-4,96794E+14;Vítima;Masculino;30;16/06/1986;Branca;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC Votuporanga;Votuporanga;001 DP - Votuporanga;1;1;110711;3;2017;24/03/2017;630;2017;VOTUPORANGA;DEL.SEC.VOTUPORANGA PLANTÃO;DEL.SEC.VOTUPORANGA;DEINTER 5 - SAO JOSE DO RIO PRETO;24/03/2017;31/12/1899 04:30:00;Via pública;RUA SAO PAULO;3457;-20425367202;-49959527537;Vítima;Masculino;30;09/03/1987;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 5;SEC Votuporanga;Votuporanga;003 DP - Votuporanga;1;1;110711;3;2017;22/03/2017;622;2017;VOTUPORANGA;DEL.SEC.VOTUPORANGA PLANTÃO;DEL.SEC.VOTUPORANGA;DEINTER 5 - SAO JOSE DO RIO PRETO;22/03/2017;DE MADRUGADA;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;29;25/03/1987;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Itanhaém;Itanhaém;002 DP - Itanhaem;1;1;40401;3;2017;10/03/2017;673;2017;ITANHAEM;01º D.P. ITANHAEM;DEL.SEC.ITANHAEM;DEINTER 6 - SANTOS;09/03/2017;A NOITE;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;50;05/08/1966;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Itanhaém;Peruíbe;001 DP - Peruíbe;1;1;40407;3;2017;29/03/2017;214;2017;PERUIBE;01º D.P. PERUIBE;DEL.SEC.ITANHAEM;DEINTER 6 - SANTOS;29/03/2017;EM HORA INCERTA;Via pública;ESTRADA ARMANDO CUNHA KM11;0;NULL;NULL;Vítima;Feminino;47;11/05/1969;Outros;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Bertioga;DM - Bertioga;1;1;40204;3;2017;23/03/2017;1087;2017;BERTIOGA;DEL.POL.BERTIOGA;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;23/03/2017;31/12/1899 06:00:00;Via pública;RODOVIA RIO SANTOS;195;-2,38525E+13;-4,61384E+16;Vítima;Masculino;55;16/02/1962;Parda;MOTORISTA;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Bertioga;DM - Bertioga;1;1;40204;3;2017;30/03/2017;1174;2017;BERTIOGA;DEL.POL.BERTIOGA;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;30/03/2017;PELA MANHÃ;Via pública;RUA OSWALDO CRUZ;1571;-2,38337E+16;-4,61422E+16;Vítima;Masculino;44;08/08/1972;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Cubatão;003 DP - Cubatão;1;1;40202;3;2017;18/03/2017;399;2017;CUBATAO;DEL.POL.CUBATÃO;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;18/03/2017;31/12/1899 02:00:00;Via pública;RODOVIA SP 150;56;-2,38966E+16;-4,64312E+16;Vítima;Masculino;22;02/06/1994;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Guarujá;001 DP - Guarujá;1;1;40203;3;2017;23/03/2017;2260;2017;GUARUJA;DEL.POL.GUARUJA;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;22/03/2017;31/12/1899 21:22:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;59;12/05/1957;Branca;APOSENTADO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Guarujá;DM - Guarujá;null;1;40203;3;2017;24/03/2017;2292;2017;GUARUJA;DEL.POL.GUARUJA;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;24/03/2017;31/12/1899 03:20:00;Via pública;RODOVIA ARIOVALDO DE ALMEIDA VIANA;6465;-2,3942E+16;-4,61762E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Guarujá;DM - Guarujá;1;1;40203;3;2017;24/03/2017;2292;2017;GUARUJA;DEL.POL.GUARUJA;DEL.SEC.SANTOS;DEINTER 6 - SANTOS;24/03/2017;31/12/1899 03:20:00;Via pública;RODOVIA ARIOVALDO DE ALMEIDA VIANA;6465;-2,3942E+16;-4,61762E+16;Vítima;Masculino;NULL;NULL;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Praia Grande;003 DP - Praia Grande;1;1;40209;3;2017;09/03/2017;2625;2017;PRAIA GRANDE;01º D.P. PRAIA GRANDE-VL. TUPI;DEL.SEC.PRAIA GRANDE;DEINTER 6 - SANTOS;08/03/2017;31/12/1899 20:15:00;Via pública;AVENIDA PRESIDENTE KENEDY;19028;-2,40626E+14;-4,65615E+16;Vítima;Masculino;41;29/02/1976;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;Praia Grande;DM - Praia Grande;1;1;40209;3;2017;31/03/2017;3374;2017;PRAIA GRANDE;01º D.P. PRAIA GRANDE-VL. TUPI;DEL.SEC.PRAIA GRANDE;DEINTER 6 - SANTOS;31/03/2017;31/12/1899 07:00:00;Via pública;RUA TIMBIRAS;460;-2,40208E+16;-4,64635E+16;Autor/Vitima;Masculino;18;09/07/1998;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;São Vicente;001 DP - São Vicente;1;1;40217;3;2017;22/03/2017;1213;2017;S.VICENTE;DEL.POL.S.VICENTE;DEL.SEC.PRAIA GRANDE;DEINTER 6 - SANTOS;22/03/2017;31/12/1899 19:07:00;Via pública;RUA CARLOS ARAÚJO DOS SANTOS;460;-2,39661E+14;-46399287758;Vítima;Masculino;23;12/05/1993;Parda;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 6;SEC Santos;São Vicente;003 DP - São Vicente;1;1;40217;3;2017;11/03/2017;1047;2017;S.VICENTE;DEL.POL.S.VICENTE;DEL.SEC.PRAIA GRANDE;DEINTER 6 - SANTOS;11/03/2017;31/12/1899 07:21:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;45;04/04/1971;Branca;COMERCIANTE;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 7;SEC Avaré;Avaré;001 DP - Avaré;1;1;120129;3;2017;17/03/2017;1238;2017;AVARE;DEL.SEC.AVARE PLANTÃO;DEL.SEC.AVARE;DEINTER 7 - SOROCABA;17/03/2017;31/12/1899 00:30:00;Via pública;AVENIDA CARLOS RAMIRES;1200;-2,30847E+14;-4,89321E+16;Vítima;Masculino;51;03/05/1965;Branca;NULL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 7;SEC Botucatu;Botucatu;002 DP - Botucatu;1;1;120200;3;2017;30/03/2017;;2017;BOTUCATU;DEL.SEC.BOTUCATU;DEL.SEC.BOTUCATU;DEINTER 7 - SOROCABA;30/03/2017;31/12/1899 16:55:00;Via pública;RUA PEDRO FIGUEIRA;77;NULL;NULL;Vítima;Masculino;45;21/09/1971;Parda;FERROVIARIO(A;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 7;SEC Botucatu;Itatinga;DM - Itatinga;1;1;120207;3;2017;01/03/2017;132;2017;ITATINGA;DEL.POL.ITATINGA;DEL.SEC.BOTUCATU;DEINTER 7 - SOROCABA;28/02/2017;31/12/1899 19:57:00;Via pública;RUA SALVADOR REAL;100;-2,31217E+14;-4,86034E+16;Vítima;Masculino;44;15/01/1973;Parda;BORRACHEIRO(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 7;SEC Itapetininga;Boituva;DM - Boituva;1;1;120312;3;2017;29/03/2017;787;2017;BOITUVA;DEL.POL.BOITUVA;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;29/03/2017;31/12/1899 06:00:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;62;12/11/1954;Parda;LAVRADOR(A);HOMICÍDIO DOLOSO;2017;Sheet;FALSE
DEINTER 7;SEC Itapetininga;Capela do Alto;DM - Capela do Alto;1;1;120311;3;2017;25/03/2017;189;2017;CAPELA DO ALTO;DEL.POL.CAPELA DO ALTO;DEL.SEC.ITAPETININGA;DEINTER 7 - SOROCABA;25/03/2017;31/12/1899 14:45:00;Residência;DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ;null;null;null;Vítima;Masculino;28;13/07/1988;Branca;AJUDANTE GERAL;HOMICÍDIO DOLOSO;2017;Sheet;FALSE
